Room Rate,Month Record,Number of Star,Hotel Location,Number of Nights,Room-type Name 
30000,7,4,Residence area,2,CLASSIC KING
30000,7,4,Residence area,3,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
38571,7,4,Residence area,1,DELUXE
32500,7,4,Residence area,2,DELUXE
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
35000,7,4,Residence area,2,CLASSIC KING
30000,7,4,Residence area,3,CLASSIC KING
30000,7,4,Residence area,3,DELUXE
30000,7,4,Residence area,3,CLASSIC KING
32500,7,4,Residence area,1,CLASSIC KING
32500,7,4,Residence area,1,CLASSIC KING
32500,7,4,Residence area,1,CLASSIC KING
32500,7,4,Residence area,1,CLASSIC KING
32500,7,4,Residence area,1,CLASSIC KING
32500,7,4,Residence area,1,CLASSIC KING
32500,7,4,Residence area,1,CLASSIC KING
60000,7,4,Residence area,1,DIPLOMATIC
32500,7,4,Residence area,1,DELUXE
35000,7,4,Residence area,1,CLASSIC KING
40000,7,4,Residence area,2,DELUXE
40000,7,4,Residence area,2,DELUXE
35000,7,4,Residence area,2,CLASSIC KING
32500,7,4,Residence area,2,CLASSIC KING
32500,7,4,Residence area,1,CLASSIC KING
65000,7,4,Residence area,2,DIPLOMATIC
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
25000,7,4,Residence area,3,CLASSIC KING
25000,7,4,Residence area,3,CLASSIC KING
0,7,4,Residence area,6,MAINTENANCE BLOCK
25000,7,4,Residence area,2,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
32500,7,4,Residence area,3,CLASSIC KING
32500,7,4,Residence area,3,CLASSIC KING
35000,7,4,Residence area,1,CLASSIC KING
28000,7,4,Residence area,2,CLASSIC KING
60000,7,4,Residence area,1,DIPLOMATIC
60000,7,4,Residence area,1,DIPLOMATIC
60000,7,4,Residence area,1,DIPLOMATIC
50000,7,4,Residence area,1,DIPLOMATIC
65000,7,4,Residence area,1,DIPLOMATIC
30000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
35000,7,4,Residence area,1,CLASSIC KING
45000,7,4,Residence area,1,DELUXE
30000,7,4,Residence area,1,CLASSIC KING
25000,7,4,Residence area,1,CLASSIC KING
30000,7,4,Residence area,1,CLASSIC KING
60000,8,4,Residence area,1,DIPLOMATIC
32500,8,4,Residence area,1,CLASSIC KING
32500,8,4,Residence area,1,CLASSIC KING
32000,8,4,Residence area,33,CLASSIC KING
25000,8,4,Residence area,2,CLASSIC KING
35000,8,4,Residence area,1,CLASSIC KING
35000,8,4,Residence area,1,CLASSIC KING
45000,8,4,Residence area,1,DELUXE
35000,8,4,Residence area,3,CLASSIC KING
32500,8,4,Residence area,2,CLASSIC KING
60000,8,4,Residence area,2,DIPLOMATIC
35000,8,4,Residence area,1,CLASSIC KING
35000,8,4,Residence area,1,CLASSIC KING
52000,8,4,Residence area,2,DIPLOMATIC
0,8,4,Residence area,1,CLASSIC KING
30000,8,4,Residence area,1,CLASSIC KING
35000,8,4,Residence area,1,CLASSIC KING
35000,8,4,Residence area,1,CLASSIC KING
30000,8,4,Residence area,1,CLASSIC KING
35000,8,4,Residence area,1,CLASSIC KING
40000,8,4,Residence area,1,DELUXE
250001,8,4,Residence area,1,APARTMENT
30000,4,4,Commercial area,78,DELUXE ROOM
35000,5,4,Commercial area,14,DELUXE ROOM
35000,5,4,Commercial area,13,DELUXE ROOM
34000,5,4,Commercial area,11,STANDARD
35000,5,4,Commercial area,7,STANDARD
60000,5,4,Commercial area,8,DELUXE SUITE
35000,5,4,Commercial area,9,DELUXE ROOM
35000,5,4,Commercial area,6,DELUXE ROOM
0,5,4,Commercial area,4,EXECUTIVE ROOM
40000,5,4,Commercial area,3,DELUXE ROOM
35000,5,4,Commercial area,1,DELUXE ROOM
40000,5,4,Commercial area,1,STANDARD
35000,5,4,Commercial area,1,STANDARD
35000,5,4,Commercial area,1,STANDARD
32000,5,4,Commercial area,5,STANDARD
35000,5,4,Commercial area,1,DELUXE ROOM
0,5,4,Commercial area,2,DELUXE ROOM
35000,5,4,Commercial area,1,DELUXE ROOM
36000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,1,DELUXE ROOM
60000,5,4,Commercial area,2,DELUXE SUITE
35000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,2,DELUXE ROOM
35000,5,4,Commercial area,2,DELUXE ROOM
40000,5,4,Commercial area,5,DELUXE ROOM
35000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,3,DELUXE ROOM
30000,5,4,Commercial area,3,DELUXE ROOM
35000,5,4,Commercial area,3,DELUXE ROOM
35000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,4,DELUXE ROOM
45000,5,4,Commercial area,4,DELUXE ROOM
35000,5,4,Commercial area,1,STANDARD
40000,5,4,Commercial area,1,DELUXE ROOM
60000,5,4,Commercial area,3,DELUXE SUITE
45000,5,4,Commercial area,1,DELUXE ROOM
40000,5,4,Commercial area,1,DELUXE ROOM
40000,5,4,Commercial area,3,DELUXE ROOM
35000,5,4,Commercial area,5,DELUXE ROOM
60000,5,4,Commercial area,2,JUNIOR SUITE
35000,5,4,Commercial area,2,DELUXE ROOM
95000,5,4,Commercial area,1,PRESIDENTIAL SUITE
45000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,5,DELUXE ROOM
35000,5,4,Commercial area,1,STANDARD
35000,5,4,Commercial area,1,STANDARD
45000,5,4,Commercial area,2,DELUXE ROOM
40000,5,4,Commercial area,1,DELUXE ROOM
40000,5,4,Commercial area,1,DELUXE ROOM
45000,5,4,Commercial area,2,DELUXE ROOM
35000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,1,DELUXE ROOM
36000,5,4,Commercial area,1,STANDARD
36000,5,4,Commercial area,1,STANDARD
36000,5,4,Commercial area,1,STANDARD
35000,5,4,Commercial area,3,DELUXE ROOM
36000,5,4,Commercial area,2,DELUXE ROOM
65000,5,4,Commercial area,2,DELUXE SUITE
40000,5,4,Commercial area,2,DELUXE ROOM
36000,5,4,Commercial area,1,STANDARD
40000,5,4,Commercial area,2,DELUXE ROOM
45000,5,4,Commercial area,1,DELUXE ROOM
33000,5,4,Commercial area,3,DELUXE ROOM
33000,5,4,Commercial area,1,DELUXE ROOM
38000,5,4,Commercial area,4,DELUXE ROOM
35000,5,4,Commercial area,4,DELUXE ROOM
35000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,4,EXECUTIVE ROOM
35000,5,4,Commercial area,4,DELUXE ROOM
35000,5,4,Commercial area,4,DELUXE ROOM
38000,5,4,Commercial area,4,DELUXE ROOM
30000,5,4,Commercial area,2,STANDARD
45000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,2,DELUXE ROOM
35000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,7,DELUXE ROOM
30000,5,4,Commercial area,2,STANDARD
40000,5,4,Commercial area,2,DELUXE ROOM
45000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,2,STANDARD
35000,5,4,Commercial area,1,STANDARD
36000,5,4,Commercial area,1,DELUXE ROOM
40000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,1,STANDARD
35000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,1,DELUXE ROOM
36000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,1,DELUXE ROOM
45000,5,4,Commercial area,3,DELUXE ROOM
35000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,1,STANDARD
40000,5,4,Commercial area,1,STANDARD
30000,5,4,Commercial area,2,STANDARD
45000,5,4,Commercial area,1,DELUXE ROOM
40000,5,4,Commercial area,1,DELUXE ROOM
40000,5,4,Commercial area,1,DELUXE ROOM
40000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,3,DELUXE ROOM
35000,5,4,Commercial area,2,DELUXE ROOM
35000,5,4,Commercial area,5,DELUXE ROOM
35000,5,4,Commercial area,3,DELUXE ROOM
35000,5,4,Commercial area,2,DELUXE ROOM
35000,5,4,Commercial area,2,DELUXE ROOM
30000,5,4,Commercial area,2,DELUXE ROOM
40000,5,4,Commercial area,1,DELUXE ROOM
100000,5,4,Commercial area,4,EXECUTIVE SUITE
45000,5,4,Commercial area,5,EXECUTIVE ROOM
35000,5,4,Commercial area,4,DELUXE ROOM
35000,5,4,Commercial area,4,DELUXE ROOM
40000,5,4,Commercial area,5,DELUXE ROOM
35000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,4,DELUXE ROOM
75000,5,4,Commercial area,5,DIPLOMATIC SUITE
40000,5,4,Commercial area,3,DELUXE ROOM
35000,5,4,Commercial area,1,DELUXE ROOM
40000,5,4,Commercial area,1,DELUXE ROOM
40000,5,4,Commercial area,4,DELUXE ROOM
40000,5,4,Commercial area,5,STANDARD
40000,5,4,Commercial area,1,DELUXE ROOM
35000,5,4,Commercial area,1,DELUXE ROOM
40000,5,4,Commercial area,3,DELUXE ROOM
40000,5,4,Commercial area,3,DELUXE ROOM
40000,5,4,Commercial area,3,DELUXE ROOM
40000,5,4,Commercial area,3,DELUXE ROOM
40000,5,4,Commercial area,3,DELUXE ROOM
35000,5,4,Commercial area,3,STANDARD
35000,5,4,Commercial area,3,STANDARD
40000,5,4,Commercial area,3,DELUXE ROOM
40000,5,4,Commercial area,3,STANDARD
45000,5,4,Commercial area,3,DELUXE ROOM
40000,5,4,Commercial area,3,DELUXE ROOM
60000,5,4,Commercial area,4,DELUXE SUITE
42000,5,4,Commercial area,3,DELUXE ROOM
40000,5,4,Commercial area,2,DELUXE ROOM
60000,5,4,Commercial area,3,JUNIOR SUITE
40000,5,4,Commercial area,3,DELUXE ROOM
40000,5,4,Commercial area,3,DELUXE ROOM
40000,5,4,Commercial area,3,DELUXE ROOM
40000,5,4,Commercial area,3,DELUXE ROOM
40000,5,4,Commercial area,3,GLUTTO ROOM
40000,5,4,Commercial area,4,DELUXE ROOM
70000,5,4,Commercial area,3,DELUXE SUITE
40000,5,4,Commercial area,3,DELUXE ROOM
40000,5,4,Commercial area,3,DELUXE ROOM
40000,5,4,Commercial area,3,DELUXE ROOM
40000,5,4,Commercial area,3,DELUXE ROOM
40000,5,4,Commercial area,3,DELUXE ROOM
40000,5,4,Commercial area,3,EXECUTIVE ROOM
40000,5,4,Commercial area,3,EXECUTIVE ROOM
40000,5,4,Commercial area,2,EXECUTIVE ROOM
40000,5,4,Commercial area,2,EXECUTIVE ROOM
40000,5,4,Commercial area,1,EXECUTIVE ROOM
40000,5,4,Commercial area,1,EXECUTIVE ROOM
40000,5,4,Commercial area,1,EXECUTIVE ROOM
40000,5,4,Commercial area,1,EXECUTIVE ROOM
35000,5,4,Commercial area,1,STANDARD
65000,5,4,Commercial area,1,PLATINUM STUDIO SUITE
35000,5,4,Commercial area,2,STANDARD
40000,5,4,Commercial area,2,DELUXE ROOM
40000,5,4,Commercial area,2,EXECUTIVE ROOM
40000,5,4,Commercial area,2,EXECUTIVE ROOM
40000,5,4,Commercial area,1,DELUXE ROOM
40000,5,4,Commercial area,2,EXECUTIVE ROOM
45000,5,4,Commercial area,2,DELUXE ROOM
40000,5,4,Commercial area,2,DELUXE ROOM
40000,5,4,Commercial area,1,DELUXE ROOM
65000,5,4,Commercial area,1,JUNIOR SUITE
40000,5,4,Commercial area,1,EXECUTIVE ROOM
40000,5,4,Commercial area,1,DELUXE ROOM
40000,5,4,Commercial area,1,DELUXE ROOM
40000,5,4,Commercial area,2,DELUXE ROOM
40000,5,4,Commercial area,2,DELUXE ROOM
40000,5,4,Commercial area,1,DELUXE ROOM
0,5,4,Commercial area,1,DELUXE ROOM
65000,5,4,Commercial area,1,JUNIOR SUITE
70000,5,4,Commercial area,1,GLUTTO TWIN APARTMENT
100000,5,4,Commercial area,1,PRESIDENTIAL SUITE
65000,5,4,Commercial area,1,JUNIOR SUITE
36000,5,4,Commercial area,3,DELUXE ROOM
65000,5,4,Commercial area,1,JUNIOR SUITE
45000,5,4,Commercial area,1,DELUXE ROOM
40000,5,4,Commercial area,1,DELUXE ROOM
30000,5,4,Commercial area,3,EXECUTIVE ROOM
30000,5,4,Commercial area,3,DELUXE ROOM
30000,5,4,Commercial area,3,DELUXE ROOM
30000,5,4,Commercial area,3,DELUXE ROOM
30000,5,4,Commercial area,3,DELUXE ROOM
30000,5,4,Commercial area,4,EXECUTIVE ROOM
30000,5,4,Commercial area,4,EXECUTIVE ROOM
30000,5,4,Commercial area,4,EXECUTIVE ROOM
30000,5,4,Commercial area,4,EXECUTIVE ROOM
30000,5,4,Commercial area,4,EXECUTIVE ROOM
30000,5,4,Commercial area,4,DELUXE ROOM
30000,5,4,Commercial area,5,DELUXE ROOM
30000,5,4,Commercial area,4,DELUXE ROOM
30000,5,4,Commercial area,4,DELUXE ROOM
30000,5,4,Commercial area,4,DELUXE ROOM
30000,5,4,Commercial area,3,DELUXE ROOM
30000,5,4,Commercial area,4,DELUXE ROOM
30000,5,4,Commercial area,4,DELUXE ROOM
30000,5,4,Commercial area,4,EXECUTIVE ROOM
30000,5,4,Commercial area,4,DELUXE ROOM
40000,5,4,Commercial area,1,DELUXE ROOM
30000,5,4,Commercial area,4,DELUXE ROOM
35000,5,4,Commercial area,1,STANDARD
40000,5,4,Commercial area,1,DELUXE ROOM
60000,5,4,Commercial area,1,JUNIOR SUITE
30000,5,4,Commercial area,3,DELUXE ROOM
30000,5,4,Commercial area,3,DELUXE ROOM
30000,5,4,Commercial area,3,DELUXE ROOM
35000,5,4,Commercial area,3,GLUTTO ROOM
45000,5,4,Commercial area,1,DELUXE ROOM
30000,5,4,Commercial area,3,DELUXE ROOM
30000,5,4,Commercial area,3,DELUXE ROOM
30000,5,4,Commercial area,3,DELUXE ROOM
30000,5,4,Commercial area,3,DELUXE ROOM
36000,5,4,Commercial area,1,DELUXE ROOM
60000,5,4,Commercial area,1,GLUTTO SUITE
35000,5,4,Commercial area,1,DELUXE ROOM
60000,5,4,Commercial area,3,DELUXE SUITE
35000,5,4,Commercial area,1,STANDARD
40000,5,4,Commercial area,1,DELUXE ROOM
36000,5,4,Commercial area,1,DELUXE ROOM
40000,5,4,Commercial area,1,EXECUTIVE ROOM
35000,5,4,Commercial area,1,STANDARD
30000,5,4,Commercial area,3,DELUXE ROOM
30000,5,4,Commercial area,2,EXECUTIVE ROOM
30000,5,4,Commercial area,2,EXECUTIVE ROOM
35000,5,4,Commercial area,2,STANDARD
35000,5,4,Commercial area,1,EXECUTIVE ROOM
35000,5,4,Commercial area,3,STANDARD
36000,5,4,Commercial area,1,DELUXE ROOM
30000,5,4,Commercial area,3,DELUXE ROOM
35000,6,4,Commercial area,4,DELUXE ROOM
35000,6,4,Commercial area,4,DELUXE ROOM
35000,6,4,Commercial area,25,DELUXE ROOM
0,6,4,Commercial area,1,DELUXE ROOM
40000,6,4,Commercial area,1,DELUXE ROOM
35000,6,4,Commercial area,1,STANDARD
40000,6,4,Commercial area,1,DELUXE ROOM
40000,6,4,Commercial area,2,DELUXE ROOM
40000,6,4,Commercial area,2,DELUXE ROOM
35000,6,4,Commercial area,3,DELUXE ROOM
35000,6,4,Commercial area,1,DELUXE ROOM
35000,6,4,Commercial area,1,DELUXE ROOM
40000,6,4,Commercial area,1,DELUXE ROOM
35000,6,4,Commercial area,1,DELUXE ROOM
45000,6,4,Commercial area,3,DELUXE ROOM
35000,6,4,Commercial area,2,DELUXE ROOM
35000,6,4,Commercial area,1,DELUXE ROOM
56000,6,4,Commercial area,1,DELUXE SUITE
32000,6,4,Commercial area,2,STANDARD
35000,6,4,Commercial area,4,DELUXE ROOM
40000,6,4,Commercial area,4,DELUXE ROOM
40000,6,4,Commercial area,4,DELUXE ROOM
40000,6,4,Commercial area,4,DELUXE ROOM
40000,6,4,Commercial area,4,DELUXE ROOM
40000,6,4,Commercial area,4,DELUXE ROOM
40000,6,4,Commercial area,4,DELUXE ROOM
40000,6,4,Commercial area,4,DELUXE ROOM
40000,6,4,Commercial area,4,DELUXE ROOM
40000,6,4,Commercial area,4,DELUXE ROOM
40000,6,4,Commercial area,4,DELUXE ROOM
40000,6,4,Commercial area,4,EXECUTIVE ROOM
40000,6,4,Commercial area,4,EXECUTIVE ROOM
40000,6,4,Commercial area,4,DELUXE ROOM
35000,6,4,Commercial area,2,DELUXE ROOM
35000,6,4,Commercial area,4,DELUXE ROOM
40000,6,4,Commercial area,4,DELUXE ROOM
40000,6,4,Commercial area,4,DELUXE ROOM
40000,6,4,Commercial area,4,DELUXE ROOM
40000,6,4,Commercial area,4,DELUXE ROOM
40000,6,4,Commercial area,4,DELUXE ROOM
40000,6,4,Commercial area,4,EXECUTIVE ROOM
40000,6,4,Commercial area,4,EXECUTIVE ROOM
30000,6,4,Commercial area,1,STANDARD
30000,6,4,Commercial area,3,DELUXE ROOM
40000,6,4,Commercial area,3,DELUXE ROOM
35000,6,4,Commercial area,14,DELUXE ROOM
35000,6,4,Commercial area,3,DELUXE ROOM
40000,6,4,Commercial area,3,EXECUTIVE ROOM
40000,6,4,Commercial area,3,EXECUTIVE ROOM
40000,6,4,Commercial area,3,EXECUTIVE ROOM
40000,6,4,Commercial area,1,EXECUTIVE ROOM
40000,6,4,Commercial area,3,STANDARD
30000,6,4,Commercial area,1,EXECUTIVE ROOM
38000,6,4,Commercial area,1,DELUXE ROOM
90000,6,4,Commercial area,1,EXECUTIVE SUITE
36000,6,4,Commercial area,1,STANDARD
40000,6,4,Commercial area,1,STANDARD
35000,6,4,Commercial area,2,DELUXE ROOM
110000,6,4,Commercial area,7,DIPLOMATIC SUITE
33000,6,4,Commercial area,3,DELUXE ROOM
40000,6,4,Commercial area,1,DELUXE ROOM
40000,6,4,Commercial area,2,EXECUTIVE ROOM
40000,6,4,Commercial area,1,STANDARD
40000,6,4,Commercial area,2,DELUXE ROOM
35000,6,4,Commercial area,2,EXECUTIVE ROOM
50000,6,4,Commercial area,1,EXECUTIVE ROOM
35000,6,4,Commercial area,1,DELUXE ROOM
110000,6,4,Commercial area,4,GLUTTO TWIN APARTMENT
45000,6,4,Commercial area,1,DELUXE ROOM
35000,6,4,Commercial area,1,DELUXE ROOM
40000,6,4,Commercial area,3,DELUXE ROOM
40000,6,4,Commercial area,3,DELUXE ROOM
38000,6,4,Commercial area,3,DELUXE ROOM
38000,6,4,Commercial area,3,DELUXE ROOM
38000,6,4,Commercial area,3,DELUXE ROOM
38000,6,4,Commercial area,3,DELUXE ROOM
38000,6,4,Commercial area,3,DELUXE ROOM
38000,6,4,Commercial area,3,DELUXE ROOM
38000,6,4,Commercial area,3,GLUTTO ROOM
35000,6,4,Commercial area,1,DELUXE ROOM
40000,6,4,Commercial area,1,STANDARD
45000,6,4,Commercial area,2,DELUXE ROOM
40000,6,4,Commercial area,1,STANDARD
70000,6,4,Commercial area,2,DELUXE SUITE
40000,6,4,Commercial area,2,DELUXE ROOM
35000,6,4,Commercial area,7,DELUXE ROOM
35000,6,4,Commercial area,1,DELUXE ROOM
35000,6,4,Commercial area,1,DELUXE ROOM
38000,6,4,Commercial area,1,DELUXE ROOM
40000,6,4,Commercial area,2,DELUXE ROOM
65000,6,4,Commercial area,1,JUNIOR SUITE
40000,6,4,Commercial area,1,STANDARD
35000,6,4,Commercial area,11,DELUXE ROOM
40000,6,4,Commercial area,2,STANDARD
36000,6,4,Commercial area,7,DELUXE ROOM
35000,6,4,Commercial area,2,STANDARD
35000,6,4,Commercial area,2,DELUXE ROOM
30000,6,4,Commercial area,2,STANDARD
38000,6,4,Commercial area,1,DELUXE ROOM
38000,6,4,Commercial area,1,DELUXE ROOM
33000,6,4,Commercial area,2,DELUXE ROOM
40000,6,4,Commercial area,2,EXECUTIVE ROOM
40000,6,4,Commercial area,2,EXECUTIVE ROOM
40000,6,4,Commercial area,2,EXECUTIVE ROOM
40000,6,4,Commercial area,2,EXECUTIVE ROOM
40000,6,4,Commercial area,2,EXECUTIVE ROOM
40000,6,4,Commercial area,2,EXECUTIVE ROOM
35000,6,4,Commercial area,1,DELUXE ROOM
40000,6,4,Commercial area,2,EXECUTIVE ROOM
40000,6,4,Commercial area,2,EXECUTIVE ROOM
40000,6,4,Commercial area,2,EXECUTIVE ROOM
40000,6,4,Commercial area,2,DELUXE ROOM
40000,6,4,Commercial area,2,DELUXE ROOM
40000,6,4,Commercial area,3,EXECUTIVE ROOM
35000,6,4,Commercial area,2,DELUXE ROOM
35000,6,4,Commercial area,1,DELUXE ROOM
35000,6,4,Commercial area,2,DELUXE ROOM
40000,6,4,Commercial area,2,DELUXE ROOM
40000,6,4,Commercial area,2,EXECUTIVE ROOM
32000,6,4,Commercial area,1,STANDARD
60000,6,4,Commercial area,2,DELUXE SUITE
36000,6,4,Commercial area,1,DELUXE ROOM
40000,6,4,Commercial area,2,DELUXE ROOM
40000,6,4,Commercial area,2,DELUXE ROOM
35000,6,4,Commercial area,1,DELUXE ROOM
35000,6,4,Commercial area,1,DELUXE ROOM
40000,6,4,Commercial area,2,DELUXE ROOM
35000,6,4,Commercial area,2,DELUXE ROOM
35000,6,4,Commercial area,2,GLUTTO ROOM
36000,6,4,Commercial area,2,DELUXE ROOM
38250,6,4,Commercial area,3,DELUXE ROOM
38000,6,4,Commercial area,3,DELUXE ROOM
40000,6,4,Commercial area,3,DELUXE ROOM
100000,6,4,Commercial area,3,PRESIDENTIAL SUITE
40000,6,4,Commercial area,3,EXECUTIVE ROOM
40000,6,4,Commercial area,3,EXECUTIVE ROOM
40000,6,4,Commercial area,2,DELUXE ROOM
40000,6,4,Commercial area,2,DELUXE ROOM
38250,6,4,Commercial area,2,STANDARD
40000,6,4,Commercial area,2,DELUXE ROOM
40000,6,4,Commercial area,3,DELUXE ROOM
40000,6,4,Commercial area,2,DELUXE ROOM
36000,6,4,Commercial area,2,DELUXE ROOM
40000,6,4,Commercial area,1,DELUXE ROOM
40000,6,4,Commercial area,1,DELUXE ROOM
40000,6,4,Commercial area,1,DELUXE ROOM
35000,6,4,Commercial area,2,DELUXE ROOM
35000,6,4,Commercial area,1,STANDARD
35000,6,4,Commercial area,1,DELUXE ROOM
40000,6,4,Commercial area,1,DELUXE ROOM
35000,6,4,Commercial area,1,DELUXE ROOM
35000,6,4,Commercial area,1,DELUXE ROOM
40000,6,4,Commercial area,1,DELUXE ROOM
38000,6,4,Commercial area,2,DELUXE ROOM
35000,6,4,Commercial area,1,DELUXE ROOM
38000,6,4,Commercial area,2,DELUXE ROOM
30000,6,4,Commercial area,1,STANDARD
45000,6,4,Commercial area,1,DELUXE ROOM
45000,6,4,Commercial area,2,DELUXE ROOM
35000,6,4,Commercial area,1,STANDARD
